drug_name,form,indication,prescription_raw,method
参芪二仙片,片剂,补肾填精，调补冲任，益气养血。用于肾虚腰膝酸软，阳痿早泄，遗精，妇女更年期经血不调等症,红参 23g、黄芪 62g、当归 138g、仙茅 (酒制) 159g、淫羊藿 138g、巴戟天 (盐制) 138g、黄柏 (盐制) 69g、知母 (盐制) 69g,以上八味，红参、黄芪、巴戟天及当归 77g，粉碎成细粉；仙茅、淫羊藿、黄柏、知母与当归 61g，加水煎煮二次（第一次 2 小时，第二次 1 小时），合并煎液，滤过，滤液减压浓缩至相对密度为 1.18~1.20 (60℃) 的清膏，与上述药粉混匀，烘干，粉碎，制粒，压制成 1000 片，包糖衣，即得
参芪乌鸡养血膏,膏剂,补气养血。用于病后体虚，气血两亏，身倦乏力,人参 200g、黄芪 200g、大枣 100g、刺五加 200g、当归 80g、乌鸡 (去头、爪、肠) 150g,以上六味，人参粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 I O）试验，用 30% 乙醇作溶剂，浸渍 72 小时后渗漉，收集渗漉液回收乙醇，浓缩至流浸膏，加 3 倍量乙醇，静置，取上清液回收乙醇，浓缩至稠膏。乌鸡加酸性水（pH=3）煎煮二次（每次 3 小时），合并煎液，滤过，滤液调节 pH 值至 6 左右，浓缩至稠膏；当归提取挥发油，药渣与黄芪、大枣加水煎煮二次（第一次 3 小时，第二次 2 小时），合并煎液，滤过，滤液浓缩至稠膏。刺五加按刺五加浸膏项下（中国药典 1995 年版一部 520 页）制备。取上述三种稠膏及刺五加浸膏，加入蔗糖 200g，混匀，浓缩后加入当归油及防腐剂适量，混匀，即得
参苓白术片,片剂,健脾，止泻。用于脾胃虚弱，不思饮食，或吐或泻，形瘦疲乏，面色萎黄,党参 63g、茯苓 42g、白术 (炒) 63g、山药 63g、白扁豆 (炒) 63g、莲子 (炒) 63g、薏苡仁 (炒) 42g、砂仁 42g、桔梗 42g、炙甘草 42g、陈皮 21g,以上十一味，白扁豆、莲子、山药、砂仁粉碎成细粉；茯苓加水煎煮二次（每次 1 小时），合并煎液，滤过，滤液备用；党参、甘草、桔梗、白术、薏苡仁加水煎煮二次（每次 2 小时），合并煎液，滤过，滤液备用；陈皮照流浸膏剂与浸膏剂项下的渗漉法（附录 I O），用 60% 乙醇作溶剂，进行渗漉，收取初漉液，续漉液回收乙醇后和上述滤液合并，浓缩成稠膏，加入上述白扁豆等细粉，混匀，干燥，粉碎成细粉，用陈皮初漉液及适量辅料制粒，干燥，压制成 1000 片，包衣，即得
参苓白术颗粒,颗粒剂,补脾胃，益肺气。用于脾胃虚弱，食少便溏，气短咳嗽，肢倦乏力,人参 100g、茯苓 100g、白术 (麸炒) 100g、山药 100g、白扁豆 (炒) 75g、莲子 50g、薏苡仁 (炒) 50g、砂仁 50g、桔梗 50g、甘草 100g,以上十味，取砂仁、白术提取挥发油，蒸馏后的水溶液另器收集；药渣与其余人参等八味，加水煎煮三次（第一次 1.5 小时，第二、三次各 1 小时），合并煎液，滤过，滤液与上述水溶液合并，浓缩至相对密度 1.20~1.25 (55℃) 的清膏。取清膏 1 份、蔗糖 2 份、糊精 2.5 份及乙醇适量制成颗粒，干燥，加入上述白术、砂仁的挥发油，混匀，即得
参茸三七酒,酒剂,益气补血，养心安神。用于气血不足，病后虚弱，阳痿遗精，失眠健忘,人参 15g、鹿茸 15g、三七 (熟) 150g、白术 (炒) 90g、枸杞 90g、麦冬 90g、茯苓 (蒸) 60g、肉苁蓉 90g、补骨脂 (盐炙) 90g、巴戟天 (盐炙) 60g、怀牛膝 (酒炙) 60g、五味子 (蒸) 30g,以上十二味，人参、鹿茸、三七粗粉用白酒 2500g 渗漉，其余白术等九味粉碎成粗粉，用白酒 7500g 渗漉，合并两种漉液，加入蔗糖 45g 搅拌使溶化，静置，取上清液，制成 10000ml，灌装，即得
参茸片,片剂,补气血，益心肾。用于体虚神怯，心悸气短，腰膝酸软，阳痿遗精,人参 80g、鹿茸 14g,以上二味，粉碎成细粉，与淀粉 35g、糖粉 41g 混匀，用 65% 乙醇制粒，干燥，压制成 1000 片，包糖衣，即得
参茸壮骨丸 [剧],丸剂,强筋壮骨，祛风散寒，除湿止痛。用于肝肾不足，风寒痹阻，筋骨萎软，腰膝冷痛，手足麻木，骨节肿痛,防风 1500g、粉防己 500g、川乌 (醋制) 2875g、当归 500g、豹骨 (醋制) 50g、甘草 250g、红参 (去芦) 250g、鹿茸 (去毛) 50g,以上八味，粉碎成细粉，过筛，混匀。用醋泛丸，干燥，用滑石粉包衣，打光，即得
参茸固本片,片剂,滋阴补肾，生精壮阳。用于肾虚腰痛，失眠健忘，生殖功能减退，阳痿遗精，老年痴呆等症,红参 (去芦) 212g、鹿茸 (去毛) 65g、枸杞子 1271g、菟丝子 (酒制) 424g、肉苁蓉 424g、鹿角胶 212g、小茴香 (盐制) 212g、熟地黄 2119g、韭菜子 (炒) 1271g、山茱萸 1271g、淫羊藿 (炙) 424g、山药 424g、牛膝 424g、黄芪 212g、五味子 424g,以上十六味，取红参、鹿茸、补骨脂、山药、鹿角胶、小茴香粉碎成细粉；其余熟地黄等十味，加水煎煮三次（依次为 3、2、1 小时），分次滤过，合并滤液，滤液浓缩成膏，加入上述细粉，干燥，过筛，加入辅料适量，混匀，制粒，干燥，整粒，制成 1000 片，包衣，即得
固元片,片剂,免疫调节剂。用于癌症的化疗或放疗所引起的免疫功能和造血功能障碍,黄芪多糖 130g、人参芦头 33.4g,以上二味，取人参芦头粉碎成细粉，加入黄芪多糖和适量碳酸钙，混匀，制成颗粒，干燥，压制成 1000 片，包糖衣，即得（注：黄芪多糖的制备：取黄芪 100g，加水煎煮三次，第一次 3 小时，第二、三次各 2 小时，合并煎液，滤过，滤液浓缩至流浸膏，加 5 倍量乙醇静置，滤过，取沉淀于 60℃干燥，得黄芪粗多糖 7g，相当于黄芪多糖 3.15g）
坤净栓,栓剂,清热燥湿，去腐生肌。用于湿热下注之阴道炎、宫颈糜烂、宫颈炎等,柴胡 500g、火绒草 500g、呋喃唑酮 50g,以上三味，柴胡、火绒草加水煎煮三次（第一次 3 小时，第二次 2 小时，第三次 1.5 小时），合并煎液，滤过，滤液浓缩至约 200ml，加入乙醇，使含醇量达 70%，静置，滤过，回收乙醇，浓缩至约 65g 的稠膏，加入呋喃唑酮，加热，搅匀，加入甘油、明胶基质至总体积为 3000ml，继续加热，搅拌均匀，待气泡消失，立即注入模内，制成 1000 粒，冷却，即得
定风止痛胶囊,胶囊剂,祛风化痰，行瘀散结，消肿定痛。用于风痰瘀血阻络引起的关节肿胀疼痛、筋脉拘挛、屈伸不利，及破伤风的辅助治疗,三七 20g、天麻 14g、僵蚕 14g、白附子 (制) 14g、防风 14g、羌活 14g、天南星 (制) 14g、白芷 14g、川芎 14g、葛根 14g、地龙 14g、细辛 14g、麻黄 (蜜炙) 14g、全蝎 14g、钩藤 14g、甘草 (蜜炙) 14g,以上十六味，粉碎成细粉，过筛，混匀，装入胶囊，制成 1000 粒，即得
定风止痛胶囊,胶囊剂,祛风化痰，行瘀散结，消肿定痛。用于风痰瘀血阻络引起的关节肿胀疼痛、筋脉拘挛、屈伸不利，及破伤风的辅助治疗,三七 20g、天麻 14g、僵蚕 14g、白附子 (制) 14g、防风 14g、羌活 14g、天南星 (制) 14g、白芷 14g,以上八味，粉碎成细粉，过筛，混匀，装入胶囊，制成 1000 粒，即得
拨云复光散,散剂,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，眼刺痛，目痒流泪，翼状胬肉；牙龈肿痛，喉舌红肿,炉甘石 (煅) 60g、冰片 60g、没药 (制) 3g、麝香 6g、玄明粉 3g、硼砂 (煅) 15g、芒硝 3g、乳香 (制) 3g、明矾 (煅) 10g,以上九味，研成极细粉，过筛，混匀，即得
拨云眼膏,膏剂,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，眼刺痛，目痒流泪，翼状胬肉；无名肿痛，红肿疮痒,炉甘石 (煅) 60g、冰片 60g、没药 (制) 3g、麝香 3g、玄明粉 3g、硼砂 (煅) 15g、芒硝 3g、乳香 (制) 3g、明矾 (煅) 10g、龙胆浸膏 60g,以上十味，龙胆浸膏与炉甘石混合干燥粉碎成极细粉；其余八味分别研成极细粉与上述粉末配研，过筛，混匀，加入到已干热灭菌、滤过并冷至约 50℃的凡士林 1370g 和羊毛脂 123g 中，搅匀，即得
拨云锭,丹剂,明目退翳，解毒散结，消肿止痛。用于暴发火眼，目赤肿痛，痧眼刺痛，目痒流泪，翼状胬肉；牙龈肿痛，喉舌红肿，无名肿痛,炉甘石 (煅) 60g、冰片 60g、没药 (制) 3g、麝香 6g、玄明粉 6g、硼砂 (煅) 15g、芒硝 3g、乳香 (制) 3g、明矾 (煅) 10g、龙胆浸膏 60g,以上十味，除龙胆浸膏外，分别研成极细粉，过筛，混匀，上述粉末加龙胆浸膏、蒸馏水适量搅匀制锭，阴干，即得
板蓝根注射液,注射剂,清热解毒，凉血利咽，消肿。用于扁桃腺炎、腮腺炎、咽喉肿痛、防治传染性肝炎、小儿麻疹等,板蓝根 500g,取板蓝根 500g，加水煎煮二次，第一次 2 小时，第二次 1 小时，合并煎液，滤过，滤液浓缩至约 750ml，冷却，加乙醇使含醇量达 70%，搅匀，静置 24 小时，滤过，滤液回收乙醇至 350~500ml，冷藏，滤过，滤液用氨试液调节 pH 值为 8.0~8.5，搅匀，冷藏 48 小时，加热除去氨，加注射用水至 900ml，冷藏，滤过，滤液用 1% 氢氧化钠溶液调节 pH 值为 7.0~7.5，冷藏，滤过，滤液加甘露醇 10g，并加注射用水调整总量至 1000ml，滤过，灌封，灭菌，即得
治咳枇杷露,露剂,清肺热、止咳、祛痰。用于风热侵肺引起的口干作渴，咳逆痰多及支气管炎咳嗽，兼治儿童伤风呃逆，咳嗽痰盛,枇杷叶 131g、百部 23g、前胡 14g、桔梗 9g、桑白皮 9g、薄荷脑 0.16g,以上六味，除薄荷脑外，其余枇杷叶等五味加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩至适量，加入蔗糖 300g 及苯甲酸 3g，煮沸使溶解，滤过，滤液加入薄荷脑、柠檬酸 0.5g、杏仁香精 1.6g、杨梅香精 1.2g，随加随搅拌，静置，取上清液加水调整总量至 1000ml，搅匀，即得
治偏痛颗粒,颗粒剂,行气、活血、止痛。用于血管性头痛和偏头痛,川芎 3000g、柴胡 300g、白芷 150g、香附 600g、白芍 1500g、郁李仁 300g、白芥子 900g、甘草 300g,以上八味，取川芎、香附、柴胡、郁李仁、白芷粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 I O），用乙醇渗漉，回收乙醇后，减压浓缩至 293g，备用；以上五味药渣与白芍等三味加水煎煮 2 次，每次 2 小时，合并煎液，浓缩至 3525g，加乙醇至含醇量达 75%，沉淀 48 小时，取上清液，回收乙醇，减压浓缩至 706g；合并上述两种浸膏，加蔗糖粉 5500g，搅拌均匀，制成颗粒，50℃以下干燥，约得 6000g，分装，即得
泻痢保童丸,丸剂,健脾化湿，温中止泻。用于小儿脾胃虚弱引起的久泻久病，腹中作痛，饮食少进，精神疲倦,人参 15g、白术 (麸炒) 30g、茯苓 60g、白扁豆 (去皮) 60g、苍术 30g、广藿香 30g、木香 15g、丁香 15g、檀香 15g、砂仁 15g、肉豆蔻 (煨) 30g、肉桂 15g、吴茱萸 (甘草炙) 15g、芡实 (麸炒) 30g、薏苡仁 (麸炒) 60g、车前子 (盐炙) 30g、滑石 60g、黄连 15g、诃子肉 30g、天冬 30g、麦冬 30g、槟榔 30g,以上二十二味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 120~140g 制成大蜜丸，即得
炎立消胶囊,胶囊剂,清热解毒，消炎。用于属于热证的细菌性痢疾、急性扁桃体炎、急慢性支气管炎、急性肠胃炎、急性乳腺炎等感染性疾病,丁香叶（按干浸膏计算，每 1000 粒含丁香叶干浸膏适量，折合原生药 1000g）,取丁香叶粉碎成细粉，备用；另取丁香叶 1000g，加水煎煮二次，第一次 2 小时，第二次 1 小时，合并煎液，滤过，滤液浓缩至相对密度为 1.23~1.27 (80℃) 的清膏，加入上述细粉 111g，混匀，干燥，粉碎成细粉，装入胶囊，制成 1000 粒，即得
罗汉果止咳糖浆,糖浆剂,祛痰止咳。用于感冒咳嗽及支气管炎,罗汉果 46g、枇杷叶 176g、白前 18g、百部 30g、薄荷油 0.2g,以上七味，除薄荷油外，其余罗汉果等六味加水煎煮二次，第一次 1.5 小时，第二次 1 小时，合并煎液，滤过，滤液浓缩至约 200ml，放冷，加入 4 倍量的乙醇，搅拌，静置，滤过，滤液回收乙醇并浓缩至适量。另取蔗糖 400g，加水煮沸使溶解，滤过，滤液与上述浓缩液混合，加入枸橼酸 1g 及适量的薄荷油乙醇溶液、防腐剂和香精，再加水至 1000ml，搅匀，即得
罗浮山风湿膏药,膏剂,驱风除湿，消肿止痛。用于风湿性关节炎，类风湿性关节炎，坐骨神经痛，外伤肿痛,金钱白花蛇 570g，七叶莲、过岗龙、宽筋藤、洋金花、骨碎补、威灵仙、山苍子、蓖麻根、白鲜皮、续断、粉草莓、半枫荷、漆树根、羊角拗、麻黄、三七、两面针、防风、防己、槲寄生、土加皮、五加皮、丁公藤、茜草、六棱菊、生草乌、木瓜、毛香、生川乌、小罗伞、益母草、鸡骨草、徐长卿、红花、当归、油松节、独活、荆芥、羌活、牛膝各 114g,以上四十一味，酌予碎断，用花生油 14300g 浸泡七天后，同置锅内炸枯，去渣，滤过，炼至滴水成珠。另取红丹 5710g，加入油内，搅匀，收膏，将膏浸泡于水中。取膏，用文火熔化，分摊于布或纸上，即得
罗浮山百草油,搽剂,祛风解毒，消肿止痛。用于感冒头痛，虫蚊咬伤，无名肿毒，舟车眩晕,两面针、徐长卿、九里香、辛夷花、红花、水芙蓉、还魂草、金不换、千里光、大头陈、当归、鹅不食草、三七、肿节风、鸡骨香各 1.0g；砂仁、独活、羌活、姜皮、陈皮各 0.55g；香附、野菊花、山白芷、桂枝、小罗伞、蔓荆子、桔梗、紫珠叶、地胆草、细辛、五指柑、肉豆蔻、木防己、三叉苦、金银花、救必应、白半枫荷、山苍子、麻黄、地菍、防风、半枝莲、铁包金、柴胡、飞天蠄蟧、鸡骨草、荆芥、虎杖、钩藤各 0.5g；一枝黄花 0.45g；白花灯笼、白花蛇舌草各 0.43g；人字草、金线风、石仙桃、五月艾、皂角刺、木香、山芝麻、益母草、紫苏叶、倒扣草、侧柏叶、金耳环、一朵云、七叶一枝花、鱼腥草各 0.25g；樟脑 30g；水杨酸甲酯 250g；松节油 95g；薄荷油 250g；丁香罗勒油 15g；樟油 150g；八角茴香油 20g；肉桂油 20g；冰片 2.5g；薄荷脑 27.5g；桉油 40g,以上七十九味，除樟脑、水杨酸甲酯、松节油、薄荷油、丁香罗勒油、樟油、八角茴香油、肉桂油、冰片、薄荷脑、桉油外，其余两面针等六十八味加适量茶油，浸渍 15 天，滤过，滤液中加入上述脑等十一味及适量叶绿素，搅拌，静置 5 天，取澄清液，加茶油制成 1000ml，即得
肥儿散,散剂,健脾，消食，化积。用于脾胃不和引起的脾虚泄泻，消化不良，面黄饥瘦，疳积腹胀,白术 (麸炒) 96g、山药 96g、茯苓 96g、甘草 (蜜炙) 96g、鸡内金 (醋炙) 96g、南山楂 96g,以上六味，粉碎成细粉，过筛，混匀，即得
贯防感冒片,片剂,祛风，解毒，止痛。用于感冒初起，发热恶寒，鼻塞流涕,贯众 2500g、防风草 100g、对乙酰氨基酚 42g、马来酸氯苯那敏 0.67g,以上四味，取 5g 防风草，粉碎成粉；将贯众及 95g 防风草加水煎煮二次，第一次 3 小时，第二次 2 小时，滤过，合并滤液，浓缩至相对密度为 1.21~1.23，与防风草粉混匀，干燥，粉碎成细粉，加入对乙酰氨基酚、马来酸氯苯那敏的细粉，混匀，加入辅料适量，制成颗粒，干燥，压制成 1000 片，包糖衣或薄膜衣，即得
金不换膏,膏剂,祛风散寒，活血止痛。用于风寒湿邪，闭阻经络引起的肢体麻木，腰腿疼痛，寒疝偏坠，跌打损伤，闪腰岔气,川芎、地黄、熟地黄、栀子、白芷、当归、白术、五味子、穿山甲、枳壳、甘草、前胡、藁本、牛膝、续断、何首乌、黄芩、金银花、褚实子、荆芥、地榆、桃枝、桔梗、柳枝、白蔹、薄荷、关木通、玄参、杜仲、陈皮、乌药、生半夏、大黄、香附、麻黄、连翘、苍术、赤石脂、泽泻、独活、黄柏、川楝子 (打碎)、蒺藜、大枫子 (打碎)、榆树枝、桃仁、天麻、生川乌、生草乌、威灵仙、香加皮、青风藤、山药、远志、猪苓、青皮、细辛、知母、防风、浙贝母、羌活、黄连、僵蚕、桑枝、苦参、苍耳子、槐枝、赤芍、茵陈各 288g；没药 (制)、樟脑、血竭、乳香 (制)、轻粉各 18g；蜈蚣 42g,以上七十六味，除轻粉、樟脑、乳香、没药、血竭分别粉碎成细粉外，其余川芎等七十一味，酌予碎断，用麻油 100800g 同置锅内炸枯，去渣，滤过，炼至滴水成珠，每 1500g 炼油加入红丹 500g，搅匀，收膏，将膏浸泡于水中。取膏用文火熔化，将轻粉、樟脑、乳香粉、没药粉、血竭粉加入搅匀，分摊于兽皮或布上，即得
