drug_name,form,indication
益寿大补酒,酒剂,益气养血，滋补肝肾，健脾开胃，益智宁心，强筋健骨，益寿强身。适用于体虚气弱，食欲不振，腰膝酸软，筋骨疼痛，神疲乏力，头晕目眩，失眠健忘，年老体弱，病后失调等症
益肾乌发口服液,口服液,补肝肾，乌须发。用于肝肾两虚引起的须发脱落、早白
润肠丸（浓缩丸）,丸剂,润肠通便。用于实热便秘
消栓口服液,口服液,补气，活血，通络。用于中风引起的半身不遂，口眼歪斜，语言謇涩，口角流涎，下肢痿废，小便频数
消食顺气片,片剂,消食健胃。用于消化不良，气胀饱闷，食积引起的腹胀腹痛
消食健胃片,片剂,开胃消食，消积。用于食欲不振，消化不良，脘腹胀满
资生丸（浓缩丸）,丸剂,健脾开胃，消食止泻。用于脾虚不适，胃虚不纳，神倦力乏，腹满泄泻
调胃消滞丸,丸剂,健胃消食，解表化湿。用于感冒风寒，发热头痛，消化不良，腹痛泄泻
桑菊银翘散,散剂,辛凉透表，宣肺止咳，清热解毒。用于外感风热，憎寒壮热，头痛咳嗽，咽喉肿痛
逍遥丸（浓缩丸）,丸剂,疏肝健脾，养血调经。用于肝气不舒，胸胁胀痛，头晕目眩，食欲减退，月经不调
逍遥合剂,口服液,疏肝健脾，养血调经。用于肝气不舒，胸胁胀痛，头晕目眩，食欲减退，月经不调
通宣理肺丸（浓缩丸）,丸剂,解表散寒，宣肺止嗽。用于感冒咳嗽，发热恶寒，鼻塞流涕，头痛无汗，肢体酸痛
理中丸（党参理中丸浓缩丸）,丸剂,温中散寒，健胃。用于脾胃虚寒，呕吐泄泻，胸满腹痛，消化不良
黄芪颗粒（冲剂）,颗粒剂,补气固表，利尿，托毒排脓，生肌。用于气短心悸，虚脱，自汗，体虚浮肿，慢性肾炎，久泻，脱肛，子宫脱垂，痈疽难溃，疮口久不愈合
雪上一枝蒿片,片剂,祛风，抗炎，镇痛。用于风湿疼痛，关节炎，跌打损伤等
接骨续筋片,片剂,活血化瘀，消肿止痛。用于软组织损伤、骨折等
蛇犬化毒散,散剂,清血解毒，镇惊，开窍。用于疯狗毒蛇咬伤，疮疡惊风，危急痧症
银黄含化片,片剂,清热解毒，消炎。用于急慢性扁桃体炎、咽炎、上呼吸道感染等症
银翘伤风胶囊,胶囊剂,辛凉解表，清热解毒。用于外感风热，温病初起，发热恶寒，高热口渴，头痛目赤，咽喉肿痛
甜梦胶囊,胶囊剂,益气补肾，健脾和胃，养心安神。用于头晕耳鸣，视减听衰，失眠健忘，食欲不振，腰膝酸软，心慌气短，中风后遗症；对脑功能减退，冠状血管疾患，脑血管栓塞及脱发也有一定作用
康寿丸,丸剂,补气养血，润肺滋肾。用于气血两虚，精血不足可致的身体虚弱，神疲乏力，眩晕健忘，失眠多梦，多汗，干咳少痰，心悸气促，腰膝酸软
鹿茸口服液,口服液,温肾壮阳，生精养血，补髓健骨。用于阳痿滑精，畏寒无力，血虚眩晕，腰膝痿软，虚寒血崩
鹿茸参鞭酒,酒剂,补肾精、生气血。用于畏寒肢冷，腰痛耳鸣，四肢酸软，精神疲乏，失眠多梦，心悸怔忡，纳呆食少，阳痿早泄，宫冷不孕，肢体麻木
鹿茸精注射液,注射剂,能增强肌体活力及促进细胞新陈代谢。用于神经衰弱，食欲不振，营养不良，性机能减退及健忘症等
麻仁合剂,口服液,润肠通便。用于肠燥便秘
羚羊感冒片,片剂,清热解表。用于流行性感冒，伤风咳嗽，头晕发热，咽喉肿痛
羚翘解毒丸（水丸）,丸剂,疏风清热，解毒。用于风热感冒，恶寒发热，头晕目眩，咳嗽，咽痛，两腮赤肿等
羚翘解毒丸（浓缩丸）,丸剂,疏风清热，解毒。用于风热感冒，恶寒发热，头晕目眩，咳嗽，咽痛
清热去湿茶,茶剂,清热去湿，利水通淋。用于湿热下注引起的小便不利，淋沥涩痛，以及急性尿道炎见上述证候者
葶苈草颗粒（肠炎干糖浆）,糖浆剂,清热止泻。用于肠炎，腹泻，红白痢疾
紫芝多糖片,片剂,滋补强壮，养心安神。用于神经衰弱，白细胞和血小板减少症，电离辐射及职业性造血损伤及其他原因引起的白细胞减少症，亦可用于慢性肝炎，慢性支气管炎，冠心病，肿瘤患者的辅助治疗
黑虎散,散剂,清热解毒，消肿止痛。用于痈疽肿毒，坚硬疼痛
舒肝理气丸,丸剂,舒肝理气，解郁。用于胸胁胀闷，气郁不舒
痛经宁糖浆,糖浆剂,调经止痛。用于月经不调，经前、行经期腹痛
湛江蛇药,散剂,解毒，消肿，止痛。用于毒蛇、毒虫咬伤
疡科心得集・家用膏丹丸散方（疡胶囊）,胶囊剂,清热解毒，消肿止痛。用于热毒壅盛所致的疮疡，症见局部红肿热痛、未溃破者
感冒康胶囊,胶囊剂,疏风清热，解表止痛。用于风热感冒，发热，头痛，鼻塞，流涕，咳嗽，咽痛
感冒解痛散,散剂,祛风除湿，散寒止痛。用于风寒感冒，头痛身痛，恶寒发热
感冒解毒片,片剂,祛风，清热，解毒。用于伤风感冒，头痛发烧，鼻塞流涕，咳嗽咽痛
感冒解毒颗粒（冲剂）,颗粒剂,祛风，清热，解毒。用于伤风感冒，头痛发烧，鼻塞流涕，咳嗽咽痛
感冒疏风片,片剂,辛温解表，宣肺和中。用于风寒感冒，发热咳嗽，头痛怕冷，鼻流清涕，骨节酸痛，四肢疲倦
解表清肺丸,丸剂,解表清热，止嗽化痰。用于小儿内热外感引起的头痛身热，咳嗽痰盛，气促作喘，咽喉肿痛
解毒生肌膏,膏剂,活血散瘀，消肿止痛，解毒拔脓，生肌收口。用于各类创面感染，二度烧伤
解暑片,片剂,辟秽开窍，止吐止泻。用于时行痧疫，头胀眼花，胸闷作恶，腹痛吐泻，手足厥冷，或受山岚瘴气，水土不服
腹可安片,片剂,清热利湿，收敛止痛。用于急性胃肠炎、消化不良引起的腹痛、腹泻、呕吐
腰息痛胶囊,胶囊剂,舒筋活络，祛瘀止痛，活血驱风。用于风湿性关节炎，肥大性腰椎炎，肥大性胸椎炎，颈椎炎，坐骨神经痛，腰肌劳损
痰喘半夏颗粒（冲剂）,颗粒剂,止咳，化痰，平喘。用于新老咳嗽，痰多气喘
福寿草片,片剂,强心，利尿，镇静，减慢心率。用于室上性心动过速，心房颤动，心力衰竭，心脏性水肿
鼻咽灵片,片剂,清热解毒，软坚散结，益气养阴。用于胸膈风热，痰火郁结，热毒上攻，耗气伤阴所致的口干，咽痛，咽喉干燥灼热，声嘶，头痛，鼻塞，流脓涕或涕中带血；也用于慢性咽炎，慢性扁桃体炎，鼻咽癌放疗、化疗辅助治疗
腐植酸钠颗粒（冲剂）,颗粒剂,收敛，止血，止泻。用于吐血，便血，泄泻，呕吐，脘腹疼痛，小儿腹泻，脾虚久泻，久痢
增光片,片剂,补益气血，滋养肝肾，明目安神，增加视力。用于假性近视眼，轻度青光眼及视力疲劳
噙化上清丸,丸剂,清热，散风，利咽。用于风热上攻，头晕目眩，鼻塞流涕，咳嗽，咽痛
糊药,丸剂,开胃消食，理气，化滞。用于消化不良，停食反胃，嗳腐吞酸，脘腹胀痛，食积腹泻
橘红片,片剂,化痰，止咳。用于咳嗽痰多，痰不易出，胸闷口干
橙皮,茶剂,理气健脾，燥湿化痰。用于脘腹胀满，食少吐泻，咳嗽痰多
藿香正气胶囊,胶囊剂,解表化湿，理气和中。用于外感风寒、内伤湿滞或夏伤暑湿所致的感冒，症见头痛昏重、胸膈痞闷、脘腹胀痛、呕吐泄泻；也用于胃肠型感冒见上述证候者
藿香清胃片,片剂,清热化湿，醒脾消滞。用于脾胃伏火引起的消化不良，脘腹胀满，不思饮食、口苦口臭等症
麝香壮骨膏,膏剂,镇痛，消炎。用于风湿痛，关节痛，腰痛，神经痛，肌肉酸痛，扭伤，挫伤
麝香伤湿解痛膏,膏剂,祛风除湿，活血止痛。用于风湿性关节炎，肌肉痛，扭伤
麝香跌打风湿膏,膏剂,祛风除湿，化瘀止痛。用于风湿痛，跌打损伤，肿痛
十香定痛丸,丸剂,舒肝解郁，和胃止痛。用于肝胃不和，气滞血瘀引起的胸胁胀满，胃脘疼痛，食积腹胀，经期腹痛。
八味锡类散,散剂,清热解毒，消肿止痛。用于内有蕴热，外感时邪引起的瘟疫白喉，咽喉肿痛，喉闭乳蛾，兼治结肠溃疡。
儿童七珍丸,丸剂,祛风镇惊，消食导滞。用于停食停乳引起：肚胀腹硬，呕吐乳食，大便秘结，痰热惊风。
儿童回春丸,丸剂,清热解毒，透表豁痰。用于急性惊风，伤寒发热，临夜发烧，小便带血，麻疹隐现不出而引起身热咳嗽，赤痢，水泻，食积，腹痛。
儿童回春颗粒,颗粒剂,清热解毒，透表豁痰。用于急性惊风，伤寒发热，临夜发烧，小便带血，麻疹隐现不出而引起身热咳嗽；赤痢，水泻，食积，腹痛。
儿童咳液,口服液,清热润肺，宣降肺气，祛痰止咳。用于咳嗽气喘，吐痰黄稠或咳痰不爽，咽干喉痛，急慢性气管炎。
三黄片,片剂,清热解毒，泻火通便。用于三焦热盛，目赤肿痛，口鼻生疮，咽喉肿痛，牙龈出血，心烦口渴，尿黄便秘，急性胃肠炎，痢疾。
大力药酒,酒剂,舒筋活血，祛风除湿，止痛。用于跌打损伤，风寒湿痹。
大败毒胶囊,胶囊剂,清血败毒，消肿止痛。用于脏腑毒热，血液不清引起的梅毒，血淋，白浊，尿道刺痛，大便秘结，疥疮，痈疽疮疡，红肿疼痛。
小儿牛黄颗粒,颗粒剂,"清热镇惊,散风化痰。用于小儿食滞内热引起咳嗽身热,呕吐痰涎,烦躁起急,睡卧不安,惊风抽搐,神志昏迷,大便燥结。"
小儿胃宝丸,丸剂,消食化积，健脾养胃，增进食欲，肥儿壮体。用于伤食伤乳，呕吐泄泻，脾虚胃弱，消化不良。
小儿胃宝片,片剂,消食化积，健脾养胃，增进食欲，肥儿壮体。用于伤食伤乳，呕吐泄泻，脾虚胃弱，消化不良。
小儿清热宁颗粒,颗粒剂,清热解毒。用于外感温邪，脏腑实热引起的内热高烧，咽喉肿痛，咳嗽痰盛，大便干燥。
小儿感冒散（宝宝感冒散）,散剂,发挥解肌，清热透表。用于脏腑积热、外感风寒引起的发热怕冷，肌表无汗，头痛口渴，咽痛鼻塞，咳嗽痰多，体倦。
小柴胡汤丸,丸剂,解表散热，疏肝和胃。用于寒热往来，胸胁苦满，心烦喜吐，口苦咽干。
干紫红胶囊,胶囊剂,清热凉血，收敛止泻。用于肠炎、菌痢、小儿腹泻。
川贝止咳露,露剂,止咳祛痰。用于风热咳嗽，痰多上气或燥咳。
五子衍宗口服液,口服液,补肾益精。用于肾虚腰痛，尿后余沥，遗精早泄，阳痿不育。
止带片,片剂,健脾祛湿，理气舒肝。用于湿阻脾痹，肝郁气滞，白带不止。
止咳桃花散,散剂,清肺、化痰、止咳、通窍散热，镇惊。用于百日咳及久咳不愈症，麻疹合并肺炎之镇咳剂。
牛黄蛇胆川贝散,散剂,清热，化痰，止咳。用于外感咳嗽中的热痰咳嗽，燥痰咳嗽。
长春宝丸,丸剂,"补益气血, 调和阴阳, 滋肝肾, 健脾胃, 强筋骨. 用于中老年人身体虚弱, 肝肾亏损所致的精神疲乏, 头晕目眩, 腰腿酸软, 眼花耳鸣, 健忘失眠, 心悸, 气短, 浮肿, 夜多小便等症, 也可作为高脂血症及高血压病人的辅助治疗药。"
化痔灵片,片剂,凉血、收敛、消炎。用于内外痔疮。
化痰消咳片,片剂,肃肺化痰，消炎止咳。用于感冒咳嗽，痰多气喘；上呼吸道感染，急性支气管炎。
风痛片,片剂,祛风除湿，舒筋活血。用于风湿痹痛，四肢麻木，筋骨疼痛。
风湿定片,片剂,活血通络，除痹止痛。用于风湿性关节炎，类风湿关节炎，颈肋神经痛，坐骨神经痛。
风湿定胶囊,胶囊剂,活血通络，除痹止痛。用于风湿性关节炎，类风湿性关节炎，颈肋神经痛，坐骨神经痛。
心肝宝胶囊,胶囊剂,补虚损、益精气、保肺益肾，扶正固本。用于乙型慢性活动性肝炎、肝硬化、房性、室性早搏、心动过速、心动过缓；顽固性失眠症及肾病综合症，癌症辅助治疗。
玉龙油,搽剂,驱风祛寒，止痛消瘀。用于风湿痹痛，关节扭伤，肩周炎，腰腿痛，跌打疼痛，神经痛等。
去感热注射液,注射剂,"清热解毒,发汗解表。用于上呼吸道感染引起的高热症。"
龙胆泻肝片,片剂,清肝胆，利湿热。用于肝胆湿热，头晕目赤，耳鸣耳聋，耳肿疼痛，胁痛，口苦，尿赤涩痛，湿热带下。
灭滴栓,栓剂,杀虫、消炎。用于阴道滴虫、滴虫性阴道炎、滴虫性尿道炎等。
甲鱼软坚膏,膏剂,化瘀通络，软坚散结。用于瘀血阻络引起的瘢痕痞块，经闭不通，脘腹疼痛，小儿疳积，消瘦腹大，青筋暴露。
白及颗粒,颗粒剂,收敛、止血、补肺。用于肺结核、慢性气管炎、百日咳、肺气肿、久咳伤肺、咯血吐血。
出血热预防片,片剂,凉血化瘀，清热解毒。用于预防流行性出血热。
乐脉颗粒,颗粒剂,行气活血，解郁化瘀，养血通脉。用于冠心病、动脉硬化、肺心病、多发性梗塞性痴呆等心脑血管疾病属气滞血瘀所致的头痛、眩晕、胸痛、心悸等症。
加味四消丸,丸剂,消导食、水、气、积。用于气郁积滞，停食停水引起的胸膈满闷，腹胀积聚，胃脘作痛，二便不利。
清火解毒丸,丸剂,清热，凉血，解毒。用于小儿热毒，疮疖痛肿，烦热口渴。
至宝灵芝酒,酒剂,补气养血，安神止喘。用于气血两亏，面色苍白或萎黄，气短咳喘有痰，四肢倦怠，食欲不振，心悸怔忡，头晕目眩，病后虚弱。
至灵胶囊,胶囊剂,补肺益肾。用于肺肾两虚所致咳喘、浮肿等症，亦可用于各类肾病、慢性支气管哮喘、慢性肝炎及肿瘤的辅助治疗。
当归枯痛合剂,口服液,清热利湿，祛风止痛。用于风湿阻络，骨节疼痛，胸膈不利，或湿热下注，足胫红肿热痛，或溃破流脓水者，疮疡。
当归南枣颗粒,颗粒剂,补血活血，调经止痛。用于血虚，月经不调，痛经，月经期症候群所引起的头痛，呕吐，失眠，胁痛及习惯性便秘等症。
吐泻肚痛胶囊,胶囊剂,化气消滞，去湿止泻。用于湿热积滞引起的肚痛泄泻，晕眩呕吐。
全杜仲胶囊,胶囊剂,"降血压,补肝肾,强筋骨。用于高血压症,肾虚腰痛,腰膝无力。"
安胎益母丸,丸剂,调经，活血，安胎。用于气血两亏，月经不调，胎动不安。
妇康片,片剂,补气，养血，调经。用于气血两亏，体虚无力，月经不调，经期腹痛。
妇舒丸,丸剂,补气养血，调经止带。用于气血凝滞，子宫寒冷，月经不调，痛经，红崩白带，经期缠绵，小腹下坠，不思饮食。
抗风湿液,口服液,驱风去湿，活血通络，壮腰健膝。用于慢性风湿性关节炎，类风湿性关节炎，腰腿痛，坐骨神经痛，四肢酸痹及腰肌劳损等症。
抗衰灵膏,膏剂,滋补肝肾，健脾养血，宁心安神，润肠通便。用于头晕眼花，精力衰竭，失眠健忘，各种原因引起的身体虚弱。
杜仲双降袋泡剂,散剂,降压，降脂。用于高血压症及高血脂症等。
杜仲壮骨胶囊,胶囊剂,益气健脾，养肝壮腰，活血通络，强健筋骨，祛风除湿。用于风湿痹痛，筋骨无力，屈伸不利，步履艰难，腰膝疼痛，畏寒喜温。
杜仲补天素丸,丸剂,温肾养心，壮腰安神。用于腰脊酸软，夜多小便，神经衰弱等症。
杜仲补天素片,片剂,温肾养心，壮腰安神。用于腰脊酸软，夜多小便，神经衰弱等症。
利咽解毒颗粒,颗粒剂,清肺利咽，解毒退热。用于急慢性扁桃腺炎，咽喉肿痛，口疮痄腮症。
利胆石颗粒,颗粒剂,疏肝利胆，和胃健脾。用于胆囊结石，胆道感染，胆道术后综合症。
肝得治胶囊,胶囊剂,清热解毒，活血化瘀，护肝理脾，降转氨酶。用于迁延性、慢性肝炎。
沙苑子颗粒,颗粒剂,温补肝肾，固精，缩尿，明目。用于肾虚腰痛，遗精早泄，白浊带下，小便余沥，眩晕目昏。
